epoch,train_loss,train_accuracy,val_loss,val_accuracy,gradient_norm,weight_norm,weight_change
32,0.34525068274497983,88.238,0.5330804103851319,82.66,1.5494267506053911,42.85723773797833,16.713580688762526
33,0.3495274798774719,88.08,0.5389837564468384,82.17,1.7737185817253296,42.898449286571655,16.588404692970105
34,0.3476393724155426,88.192,0.5048128069877624,82.72,1.7941857486983663,43.1343893928588,16.979002125596185
35,0.34781610912322997,88.102,0.6364825313568115,80.12,2.188730991862019,43.283830405595246,16.974461104651784
36,0.34511209310531615,88.114,0.6082038244247436,80.0,1.6276676047428653,43.3914120184052,17.01364223253576
37,0.3407508830833435,88.412,0.4434463109493256,85.11,1.9765593043885443,43.400408236806754,16.98568270210885
38,0.3428986965751648,88.338,0.5007564342975617,83.39,1.6945789849255293,43.402366143299176,16.985683259634833
39,0.3421758381843567,88.428,0.4554876256465912,84.83,1.9367649784993561,43.46071794836714,17.071225846730766
40,0.3392639629364014,88.392,0.46899429531097414,84.88,2.2842395109887166,43.52200836601188,17.117535367978075
41,0.33982678506851194,88.41,0.5054034495353699,83.15,2.0567070260100193,43.644776388016496,17.270840751205338
42,0.33651161344528197,88.574,0.6746883566856384,78.61,1.445992675852722,43.67289216678084,17.318551403203973
43,0.3399123253631592,88.326,0.506988875579834,84.0,2.655115776440388,43.69573468368843,17.18588314064339
44,0.34031421749114993,88.536,0.48823783054351805,84.18,1.325957436026139,43.69105820251461,17.15494774964793
45,0.3364154803657532,88.548,0.5564444127559662,82.25,1.6998724841462292,43.837349197772696,17.320445550063436
46,0.3335241983127594,88.656,0.6842137654304504,79.1,1.777438150120928,43.830286080123344,17.34209600284362
47,0.33718501194000244,88.522,0.48422107925415037,84.52,1.758602280081554,43.878065355608165,17.279791286664967
48,0.32652213247299194,88.858,0.6535088871002197,79.01,1.7529253525231712,44.06148274335096,17.56632752029745
49,0.3276774870967865,88.916,0.4613552059173584,84.39,1.7522250722889678,44.02114817513465,17.419495328030923
50,0.3275396410655975,88.978,0.4650830225944519,84.35,1.9420243143151066,44.03573645933918,17.446806320040306
51,0.32066716294288633,89.128,0.530814035153389,82.36,1.486998744929949,43.98631367413999,17.41926814716243
52,0.3334151826095581,88.574,0.5271544927597046,82.88,1.3414635324666684,44.11532602125516,17.466912894687145
53,0.33367155640602114,88.74,0.47963678402900695,84.6,1.928853527176125,44.231886889227894,17.466536485320546
54,0.3207542910861969,89.144,0.4752235535621643,84.94,2.1843547671841885,44.171885272372705,17.430344650245235
55,0.32683441427230836,88.928,0.57935181016922,81.6,1.8049446414959978,44.164798536281026,17.49505052636391
56,0.3294259383010864,88.884,1.2081685229301453,72.88,1.44742001332639,44.24289584528472,17.541893506610894
57,0.3246275708198547,88.97,0.4920203821659088,83.44,1.9089534945901905,44.31189795672461,17.694010943524567
58,0.32141337047576907,89.046,0.5643685091972351,82.07,1.7918318497975323,44.3393657246273,17.681490212198177
59,0.3223458534049988,89.106,0.7895458747863769,76.57,1.6979005089996477,44.295063332208414,17.57044926439945
60,0.3211373279094696,89.116,0.4089308074951172,86.2,1.9409225329163793,44.22905217902507,17.52791155709317
61,0.32554964635849,88.924,0.3978211039543152,86.39,1.8970794091184522,44.430575310218416,17.804337690422425
62,0.32110178330421446,89.216,0.4449155220031738,85.33,1.775293597905647,44.205400847063245,17.443495628089668
63,0.31533105922698973,89.34,0.5177963030576705,83.39,1.694663923376798,44.17093002138477,17.576782378002104
64,0.32418117186546325,88.968,0.4553314853668213,84.91,1.692488404265972,44.165601060067175,17.5860839454523
65,0.32649755158424376,89.004,0.5095838754177093,83.47,1.7502079629261993,44.207032359329276,17.662488020120346
66,0.32309244123458863,88.972,0.45389311714172365,85.5,2.1506480666166103,44.3342701147619,17.73558500527454
67,0.3197696637535095,89.166,0.4338196608543396,85.37,1.986614522692217,44.382281931536156,17.635302385060225
68,0.3173721365737915,89.244,0.6335269013404846,80.49,1.7714774095865864,44.331177154094135,17.690597887623095
69,0.3230265927314758,89.03,0.43816695404052736,85.44,1.4958487489492889,44.47206591968995,17.766408619620655
70,0.3134277888679504,89.266,0.5915142280578614,81.1,1.7103783921323497,44.34037428670179,17.616888413630615
71,0.3148272689342499,89.306,0.5515968193054199,81.87,1.8072858355847636,44.59668031298023,18.0186238114162
72,0.3173689224243164,89.272,0.42523153018951415,85.78,2.3828684679798497,44.51734466541825,17.751444995479215
73,0.3142804862308502,89.336,0.43734095945358276,85.72,1.4793666721890135,44.3786077003847,17.554667806316537
74,0.31510599351882934,89.284,0.4002057785987854,86.5,2.2220319786984453,44.46782969143479,17.81652059872932
75,0.31891306081771853,89.058,0.4745380084037781,83.96,1.6181358255223965,44.84243288848386,18.21337219015515
76,0.3159289535140991,89.232,0.5167176588535309,83.4,1.3008144661401453,44.80612283872796,17.881452509937777
77,0.31552543192863464,89.264,0.5980487267494201,80.9,2.2115131506403514,44.64914371827483,17.72346793973526
78,0.3202256031990051,89.208,0.46370741415023803,84.5,1.4282748735642166,44.79544804557871,18.022859994327696
79,0.31383402711868286,89.41,0.5413702255725861,82.39,1.8717563726022142,44.805195712473434,18.00800169980057
80,0.31856032361984254,89.136,0.4511210159301758,85.28,1.8522576836165512,44.852453314358776,18.041064521393995
81,0.3126886367607117,89.384,0.5043346402168274,83.29,1.9099049454843902,44.70970117990929,17.85277870321712
82,0.3105650706863403,89.432,0.5007650708436966,83.44,1.7378358778170817,44.762742749770155,18.08722878914262
83,0.3210177936935425,89.188,0.39824927320480347,86.88,1.7608817183650836,44.80805277144832,17.96874730738863
84,0.3103008146572113,89.518,0.5318707861900329,83.02,1.6659971856385405,44.72319820384278,17.944614594184454
85,0.31484013306617736,89.278,0.5295293745040893,83.17,2.010754886225764,44.70414155726746,17.954317058723365
86,0.314994989528656,89.278,0.45428236494064334,84.99,1.691561944155246,44.932085126415664,18.207947264943353
87,0.3172481138420105,89.232,0.5637218410491943,81.97,2.9400240693248474,44.95072218035073,17.989277254195
88,0.3150600097990036,89.124,0.5393539503097534,82.8,1.6299681365811691,44.899114759008015,17.874456201694567
89,0.32176999195098877,89.116,0.49026183280944824,83.88,1.8326923864577531,45.08388894287875,18.211731969355434
90,0.3105504100513458,89.416,0.46090121889114377,84.77,2.067697799652173,45.091318449826694,18.165853294546306
91,0.3122872457885742,89.408,0.5899299430847168,81.74,1.86361283315956,45.12195888470331,18.175815974239406
92,0.3156135499763489,89.39,0.5502814646720886,82.67,2.053451768676298,44.95797698727688,17.90813887793753
93,0.31381412302017214,89.316,0.4205108578681946,86.31,1.7104123494565193,45.045864489937976,18.199099736122015
94,0.3119079315519333,89.464,0.5236087497711182,83.29,1.4805518281407113,44.861930368014164,17.916075997837957
95,0.3190321810626984,89.06,0.49321639556884767,84.27,2.221404932643618,45.15093080740874,18.26623620070365
96,0.31229297141075135,89.562,0.8757230113983154,75.99,1.6154078594747792,44.98126787605397,18.078471755810167
97,0.3101895318222046,89.388,0.42409576358795165,85.77,2.1075076991429107,44.8727360635906,17.940205814237387
98,0.3190409720993042,89.15,0.42337937908172607,86.16,2.2816423214736874,45.05057338569566,18.17792509934895
99,0.30882173934936524,89.502,0.7244012843132019,77.72,2.0648090901943226,44.96337460867795,18.07396525512356
100,0.31743956548690794,89.328,0.4082773717880249,86.26,2.1046811900240723,44.991155597684525,18.05267826989898
101,0.16299148978233338,94.634,0.19536778445243835,93.26,0.6837538028511381,44.27890889035627,2.6014106509039885
102,0.11462082998275756,96.146,0.18904174852371217,93.58,1.641530150211767,43.536254935625585,1.9763024948205994
103,0.09597142086148262,96.824,0.18790903527736663,93.81,1.2672577946009338,42.799659953062665,1.9394381464436348
104,0.08606173082470894,97.118,0.1766165768623352,94.36,0.9716939424523013,42.07540972599729,1.9488993294783934
105,0.07167919141054153,97.644,0.18540917074680327,94.18,1.2815181492952652,41.37071504689884,1.9313795536072862
106,0.06642697152853012,97.774,0.18138319550156592,94.37,1.2788604293115564,40.68108440706885,1.9947715909776933
107,0.059155121463537214,98.036,0.18553075672388078,94.07,0.7919446056282562,40.01072082923115,2.0483566351068485
108,0.05228860402345657,98.296,0.19433557282984257,93.98,2.0900726591898247,39.35574542462711,2.077127279690801
109,0.04977212740540504,98.374,0.18594375606775285,94.22,1.1535654456538946,38.715731518159316,2.1144124192651668
110,0.042577638459205626,98.656,0.18608177843093873,94.4,2.5743895624492006,38.094688996560734,2.111048765507769
111,0.03960742478519678,98.682,0.19394587693214416,94.31,0.5538654136875868,37.49012079094676,2.1663755261555298
112,0.037454397243261335,98.776,0.20141642396450044,94.21,1.8147449942273703,36.90141646571741,2.2084974003011615
113,0.035748754246234894,98.842,0.19146043284982442,94.37,2.9127663157135104,36.32792597611446,2.2540539564150115
114,0.03340700401961803,98.926,0.2024301207304001,93.85,0.7837561357943993,35.76645391989246,2.2475961372821365
115,0.032248379212617875,98.974,0.20620895466804504,94.04,2.8605754127146037,35.22957986949737,2.3472005841642147
116,0.034601798471212385,98.854,0.20756196011006833,94.07,0.7111569183269678,34.71461214281518,2.442654214555636
117,0.029304967284202576,99.086,0.2026762915611267,94.26,0.971832864577559,34.20341353873248,2.339077114554971
118,0.02953097981393337,99.04,0.22174867177009583,93.73,1.0291975980556063,33.70799400257741,2.4229325335961946
119,0.029781245836019515,99.032,0.20964150433540343,94.13,1.9871613021611383,33.231809861186505,2.4449376995721264
120,0.028066309229135514,99.15,0.21222846822738647,93.92,2.066220666853856,32.770931421582155,2.4787823073857895
121,0.029411253080964088,99.062,0.22372084219455718,93.5,1.2462157005017207,32.34064548276419,2.612814634018351
122,0.03142983374327421,98.996,0.2028636902332306,94.03,0.6968964688270934,31.92616885131473,2.694556969726886
123,0.02846468935728073,99.094,0.2450287606239319,93.25,2.0546942390970515,31.52187697932419,2.666125592537933
124,0.031434574519395825,99.032,0.2292909445941448,93.66,1.3579279907650519,31.14229785439627,2.774442967055638
125,0.03633763971567154,98.806,0.22565080962181092,93.47,2.4158479821916816,30.80349663544525,2.951694571293635
126,0.030782961468696593,99.006,0.2235004423379898,93.54,1.9912942496352786,30.452489962370716,2.784645565745291
127,0.03187932767212391,98.952,0.23356442499160768,93.49,2.9191865792553036,30.126845595579457,2.926563493201981
128,0.03400342093884945,98.902,0.23198741683959961,93.28,0.8889252540664364,29.8301402688279,3.02852307985602
129,0.03725042834401131,98.744,0.23095223839282988,93.51,2.912711682591701,29.561349073042237,3.1440006408429317
130,0.033350682587623595,98.956,0.22724555535316468,93.8,5.404910841458214,29.275531245158852,2.98473716933756
131,0.03701391992807388,98.764,0.23170324144363402,93.66,3.20853668694716,29.0270404375241,3.1751880286947913
132,0.035721469720602035,98.878,0.22745941796302796,93.58,3.8591437291987285,28.784913209319,3.148741359284845
133,0.035256103945970535,98.862,0.24919418959617615,93.2,3.7659588727713014,28.55515940358313,3.140759265288929
134,0.037122164187431334,98.762,0.22746011128425597,93.76,3.7121219236484726,28.34610621776561,3.241355302078548
135,0.036550214446783066,98.81,0.23590868887901306,93.32,4.353868985405868,28.1447207615895,3.239969516557757
136,0.03856924779057503,98.75,0.25400775356292726,93.18,2.5602966327335976,27.983394359269692,3.4027975478350183
137,0.041922400003671645,98.598,0.2668154015302658,92.71,4.037013732501747,27.839097830305302,3.4637962080814453
138,0.042944515985250474,98.616,0.24678412771224975,93.04,3.1918779679986966,27.715141845113635,3.5126769631910286
139,0.04141334799408913,98.64,0.2562057727456093,92.88,6.231742449564291,27.587843058682225,3.494448953269668
140,0.04218502168178558,98.616,0.24128499512672424,93.22,2.909536371594952,27.474757169938993,3.5492174278857638
141,0.04212149635195732,98.63,0.26177215704917906,92.98,3.360700349520962,27.355628041519317,3.480006339809616
142,0.042515296968221664,98.59,0.2709106700897217,92.7,3.3194463799799627,27.255782870833325,3.544076578458335
143,0.046399199993610384,98.526,0.25068446986675263,93.08,1.0864174870830412,27.19922791118803,3.729911487658289
144,0.04568685112595558,98.494,0.25446067143678663,92.47,2.9773040920915315,27.145155479301025,3.7806146808980765
145,0.042672065086364744,98.596,0.26882415704727175,92.6,4.073073606785064,27.060288372969076,3.626267998832352
146,0.042816667650938035,98.628,0.26736178035736086,92.52,2.3423518946531665,27.000113631994914,3.6916825276521736
147,0.04389899013519287,98.518,0.26808341319561,92.49,2.158016247424059,26.951245581982,3.7659502778957665
148,0.0463034513425827,98.486,0.27495035214424135,92.36,4.834826149823736,26.912088094114544,3.7807855285735386
149,0.045168874065876004,98.508,0.2565349728107452,92.82,4.669314555258416,26.877144754393825,3.770480426229099
150,0.04677451219081879,98.48,0.25487563333511354,93.05,3.331415950684163,26.854301214608707,3.8018035575458486
151,0.021644998008608817,99.384,0.2013399983406067,94.47,2.0311235375231695,26.81192331291246,0.4000849253652639
152,0.012339122549295426,99.682,0.19685622243881226,94.73,2.095286584503943,26.766889177673146,0.24705742285578688
153,0.009449594908803701,99.8,0.19537350787520408,94.83,0.7943646351194423,26.72123074383922,0.21107092638831307
154,0.008506657986044884,99.836,0.1961261897921562,94.76,3.0720891465690663,26.67534846249561,0.1940164366056251
155,0.007665310027897358,99.846,0.19382632145881654,94.96,0.7780805461242349,26.62930122281418,0.18412987786407917
156,0.006342290388941765,99.884,0.19399636361598968,94.86,0.15360296354270112,26.582847441989482,0.15946617991080425
157,0.006114497600495815,99.884,0.19289520819187164,95.02,3.5656048438637864,26.53631760475207,0.15861724904274596
158,0.005919453205391764,99.902,0.1899532731115818,95.06,0.35462465841345725,26.489934093883658,0.16459358752284142
159,0.005208012533634901,99.92,0.1923190028846264,95.09,0.2288540526174211,26.443299102070238,0.1433467820467346
160,0.004667528939768672,99.936,0.19064366847872735,95.16,0.3416852144079243,26.39657245352977,0.13588656094032014
161,0.004621161841787398,99.93,0.19394288824796677,95.02,0.03067487434137533,26.349873281689224,0.14071706070133902
162,0.004369739671647548,99.946,0.1930808859705925,95.08,0.6620290705073558,26.30325072834685,0.13010645441113178
163,0.004592683011293411,99.928,0.1959907285451889,95.06,1.0647259433874843,26.256579055191505,0.1400634121077919
164,0.004166941253691912,99.948,0.1915824265420437,95.05,0.23578429870512013,26.20993508215057,0.12841040925039243
165,0.003928892399221659,99.958,0.19414372514486314,95.05,0.7462626503345388,26.163232167658144,0.132289118820905
166,0.0036942822417616846,99.956,0.19113873468637466,95.09,0.13024411272338887,26.116628179380633,0.12057587982935769
167,0.0036650115256756546,99.958,0.19199720792770386,95.09,0.05542798901147093,26.069945208713683,0.12483597726834036
168,0.003403028025329113,99.97,0.1910371846675873,95.06,0.3317386821851502,26.02331727334982,0.11813753571248749
169,0.0035296205212175845,99.962,0.19246401703357696,95.16,0.8560274196449861,25.976734052873535,0.11929307777001032
170,0.003274198164008558,99.968,0.1928117676973343,95.07,0.0828301699151566,25.930235380405737,0.11210500114382564
171,0.0031597583051770927,99.972,0.1928585163116455,95.12,0.11320287921509135,25.8837096882879,0.10464798975626427
172,0.003331691861078143,99.964,0.19236816825866698,95.16,0.02661102592483143,25.83729995846855,0.11753917979337143
173,0.0031300792860984804,99.968,0.1941023891925812,95.06,0.26380567738644994,25.790884017630898,0.1110149412548462
174,0.0032562287098169326,99.966,0.1912387463569641,95.1,0.34712043103809526,25.74466273514925,0.11588297109892605
175,0.002877897446937859,99.978,0.19337867730855943,95.11,0.033404073014956646,25.69840931625273,0.10478093916305947
176,0.00288203974455595,99.984,0.1908735994696617,95.13,0.2784066152601673,25.652290535760777,0.1020721267556225
177,0.002969222517311573,99.972,0.19231309758424758,95.06,0.08320493332023045,25.606222188336307,0.11096088553753673
178,0.002724737806096673,99.976,0.19141100581884385,95.18,0.20264550858361058,25.560192617591458,0.09888512698513484
179,0.0028751867090165617,99.964,0.1903951828956604,95.06,0.1800511998484546,25.514245935287775,0.10476658764854994
180,0.002719649345949292,99.98,0.18973566222190857,95.15,0.15510955862404452,25.46842876581329,0.10203908153228386
181,0.002581676810532808,99.986,0.18957232868671417,95.13,1.0140381033143473,25.422595996366862,0.10040325168057583
182,0.002441296850517392,99.99,0.1915359552383423,95.07,0.1253023781183144,25.376788914338825,0.09237522060388317
183,0.0025702870689332485,99.986,0.19044594547748567,95.09,1.6008517265454774,25.33104794812591,0.0954220302433705
184,0.0026401341256126762,99.978,0.18901493322849275,95.1,0.08637609005863256,25.28542949352478,0.10207165845632436
185,0.0024014633096009494,99.982,0.18857962064743042,95.16,0.033686692624698394,25.239825590848437,0.09444203259052147
186,0.0024227689918875695,99.98,0.1900617523908615,95.02,0.14148204472281933,25.19436595651897,0.09624730274856509
187,0.002609819304794073,99.986,0.18831274337768555,95.21,0.40131083757095776,25.148998863111704,0.0993496094143969
188,0.0024470330457389356,99.982,0.18929432899951934,95.14,0.20674737387946399,25.103788339167128,0.09753947815784393
189,0.0024454254399240015,99.978,0.1913669184923172,95.11,0.3663484476732619,25.058584949237183,0.09699130781028295
190,0.002262833265438676,99.986,0.18844441055059433,95.18,0.08413980046412967,25.01338945474218,0.08936922341190424
191,0.002244453973509371,99.99,0.188152796792984,95.16,0.021373026029870103,24.968284149831188,0.08908824435158857
192,0.0022687399873882533,99.984,0.18586340174674987,95.27,0.042428294753575437,24.923308383021112,0.09169205752625319
193,0.0022800876040011643,99.99,0.18638528842926025,95.12,0.29937326450027435,24.878477016410688,0.08399051999915694
194,0.002340707485228777,99.982,0.1882392685174942,95.1,1.4255102672878646,24.833696206490416,0.09514252984856252
195,0.0022270410925894976,99.99,0.18540421693325043,95.15,0.03425182317466284,24.78900683760923,0.08597173740016084
196,0.00219871830701828,99.988,0.18525285465717314,95.21,0.08708166827194609,24.744393292628004,0.08350430174092023
197,0.0021057301146164536,99.988,0.1877503396987915,95.09,0.05404823046353953,24.69974706332295,0.08110098715467647
198,0.002184386204183102,99.986,0.1871784702539444,95.1,0.48925483575537604,24.65531204946309,0.09341233270018855
199,0.0021186355390399696,99.998,0.18802511022090912,95.06,0.07498575644872489,24.610945807881436,0.07569830880324549
200,0.0021665944439172745,99.988,0.18582636358737945,95.07,0.16288865400251532,24.56672379699008,0.08530968890748009
